City,Place,Review,Rating,Name,Date,Raw_Review,Wheelchair Accessibility,Visual Impairments,Mobility Impairments,Hearing Impairments
New Delhi,Qutub Minar,carvings quite beautiful sadly allowed climb minar good roam,4,Anonymous,,The carvings are quite beautiful. Sadly it is not allowed to climb up the Minar! But still good to roam around.,0.5,0.5,0.5,1.0
New Delhi,Lotus Temple,visit place delhi real meditation center really close god worshiping praying ur religion ur almighty sit temple pray,5,Anonymous,,"One must visit this place at Delhi. This is a real Meditation Center. You will find you really close to the God while worshiping and praying. Whatever ur religion may be, whoever may be ur Almighty, just sit in the temple and pray from the...",1.0,0.5,1.0,1.0
New Delhi,Connaught Place,pity place cleaned daily basis night lovely shops unfortunately enhance beauty mall beggars drug addicts problem time shops hotels took responsibility,4,Anonymous,,"Its a pity the place is not cleaned on a daily basis, at night. Lovely shops but unfortunately not enough done to enhance the beauty of the mall. The beggars and drug addicts, are not the problem. It's time the shops and hotels took responsibility...",1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),fort amazing example red sandstone located midst hectic old town worth visit,4,Anonymous,,The fort is an amazing example of red sandstone.  It is located in the midst of the hectic old town.  Worth a visit.,0.5,0.5,0.5,1.0
New Delhi,Connaught Place,seeing reviews claim great place spend time total opposite reality sure place run touts friendly people wanting send shopping government emporium,5,Anonymous,,Seeing reviews that claim this is a great place to spend time is the total opposite of reality. Sure it could be but the place is over run with touts and “friendly” people wanting to send you to do shopping at the “government” emporium. I...,1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),saw lot impressive historical architecture india outstanding example beware helpful official guides kind ticket office foreigners,5,Anonymous,,"We saw a lot of impressive historical architecture in India and this is an outstanding example. Beware 'helpful official guides'. There are none of the kind, just go to the ticket office for foreigners.",0.5,0.5,0.5,1.0
New Delhi,India Gate,sure history best drive nearby government buildings,5,Anonymous,,"See it for sure because of the history, but it's best a drive-by -- along with nearby government buildings.",1.0,1.0,1.0,1.0
New Delhi,Lotus Temple,excellently maintained premises noise free environment helpful guides knowing different languages,5,Anonymous,,"Excellently maintained premises, noise free environment , helpful guides knowing different languages .",1.0,0.5,1.0,1.0
New Delhi,Connaught Place,heart delhi built british government india government care circle desigine building big branded shop lounge resturent pubs world tourist come enjoy big business hub central,5,Anonymous,,Heart of Delhi it's built by British government before 1947 but India government care it's all in every circle same desigine building many big branded shop lounge resturent pubs all world tourist come here and enjoy it's big business hub here one central part have...,1.0,1.0,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,dropping place quite times companions times religious usually serene water body flanks gurudwara calm beautiful place ones,5,Anonymous,,"I keep dropping by this place quite often. Alone at times and with companions at other times. Not being very religious myself, I usually find myself besides the serene water body that flanks the Gurudwara. It's a very calm and beautiful place. The ones who...",1.0,1.0,1.0,1.0
New Delhi,Connaught Place,best central place meetings friends clients boy friend offering lot attrations hanuman temple lot restautants clubs markets n simply awesome,5,Anonymous,,"best central place for meetings with friends,clients,boy friend....with offering lot of attrations...hanuman temple,lot of restautants,clubs,markets n what else...simply awesome",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,place architecture landscaping boat ride fountain lazer lights management good proud indians fountains lazer lights better international ones unique concept tremendous technological,5,Anonymous,,"What a place !! Architecture, landscaping, the boat ride and fountain/lazer/lights show, Management - Just too good. This has to be something to be proud of as Indians. The fountains-lazer/lights show is better than many international ones - very unique in concept and tremendous technological...",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,temple real sense like museum visits mindset visiting museam temple disappointed temple exhibition inside worth paying,3,Anonymous,,"It is not a temple in the real sense, it is more like a museum. So if one visits it with a mindset of visiting a museam and not a temple, one will not be disappointed. The temple and the exhibition inside are worth paying...",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,beauty architecture surpassed incredible workmanship artisans carved pillars statues frescoes painting art work mark best time reach pm ne,5,Anonymous,,"The beauty of the architecture is only surpassed by the incredible workmanship of the artisans that carved the pillars, statues and frescoes. Painting and art work is up to the mark. 
 The best time would be to reach at 5.30 pm so that ne can...",1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),beautiful serene place amazing architectural intelligence long ago make truly magnificent buildings bazar good priced fixed click like jigsaw workmanship truly inspiring,5,Anonymous,,"Beautiful serene place. The most amazing is the architectural intelligence so long ago to make such truly magnificent buildings. The bazar is also very good and well priced, fixed. Just click in like a jigsaw. The workmanship is truly inspiring.",0.5,0.5,0.5,1.0
New Delhi,India Gate,great spend minutes visiting monument lots folks trying sell stuff happen india overall highlight trip rating good important site,5,Anonymous,,"Great to spend a few minutes visiting this monument.  Lots of folks trying to sell you stuff, but where does that not happen in India? Overall not the highlight of the trip but rating as ""very good"" as this is an important site to see...",1.0,1.0,1.0,1.0
New Delhi,Chandni Chowk,make sure try talk prices start high worth half try sell prepared walk away come prices,4,Anonymous,,make sure you try and talk them down on prices they will start very high everything is worth half of what they try to sell it for ... be prepared to walk away and they will come down on prices,0.0,0.0,0.0,1.0
New Delhi,ISKCON Temple Delhi,thanks valuable time hare krishna visit iskcon communications india office follow twiiter iskconcomind follow fb iskcon nc,4,Anonymous,,"Thanks for Your valuable time! Hare Krishna :)
Please Visit Again.

#ISKCON Communications India Office
+91-11-26428016
Follow Twiiter @IskconComIND
Follow FB @ISKCON.NC",1.0,1.0,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,sikh temple offers best views sunrise sunset come listen sikh prayers note shoes deposited charge heads covered touch fellow travelers body contact allowed inside,4,Anonymous,,"This Sikh temple offers the best views at sunrise and sunset. Come and listen to Sikh prayers. Take note that shoes must be deposited (at no charge) and that all heads must be covered. Do not touch fellow travelers, No body contact is allowed inside...",1.0,1.0,1.0,1.0
New Delhi,ISKCON Temple Delhi,beautiful temple open huge parking space dedicated temple visitors evenings huge crowd necessarily people faith nice place speaks peace,5,Anonymous,,"Beautiful temple and always open for all. Has a huge parking space dedicated to temple visitors. Evenings can see a huge crowd around 7. Not necessarily for people of faith, just a nice place which speaks peace.",1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,impressive complex beautiful gardens inspiration taj mahal came bit hike metro easy tuk tuk miss new delhi,5,Anonymous,,"Impressive complex, beautiful gardens. Can see where the inspiration for the Taj Mahal came from. A bit of a hike from the metro, but easy on a tuk tuk. Not to miss when in New  Delhi",1.0,0.5,1.0,1.0
New Delhi,Red Fort (Lal Quila),red fort shows mughal dynasty gives feeling clean environment large crowd enjoying good ambience near chandi chock good market street shopping street food,5,Anonymous,,"Red fort shows mughal dynasty and gives you a feeling of a clean environment here , you also get large crowd enjoying here in good ambience. This is near to chandi chock you find a good market here for street shopping and street food, a...",0.5,0.5,0.5,1.0
New Delhi,Lotus Temple,soon walk gardens place peaceful compared craziness delhi gardens maintained lots really pretty butterflies huge birds flying temple really impressive,5,Anonymous,,As soon as you walk into the gardens the whole place is so peaceful compared to the craziness of Delhi. The gardens are well maintained and there are lots of really pretty butterflies and huge birds flying above. The temple itself is really impressive. I...,1.0,0.5,1.0,1.0
New Delhi,Lotus Temple,early eighties th century developments concrete mortar taking place opposite chirag delhi near famous kalkaji temple jungle high rise towers housing innumerable corporate houses commercial entities eateries restaurants giant hotel,3,Anonymous,,"In early eighties, of 19th century two developments in concrete and mortar were taking place side by side opposite Chirag Delhi near famous Kalkaji Temple. One became a jungle of high rise towers housing innumerable corporate houses, commercial entities, eateries, restaurants, a giant hotel and...",1.0,0.5,1.0,1.0
New Delhi,Swaminarayan Akshardham,ambiance place gives lot peace mind huge complex needs day want enjoy place generally crowded public holidays better choose,5,Anonymous,,"The ambiance of the place gives a lot of peace to one's mind. its a very huge complex and needs almost a day if you want to enjoy every part of the place. Its generally very crowded on public holidays, so better to choose a...",1.0,1.0,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,rate place like bangla sahib heartfelt experience time visit place emotional actually loose track time feels like sitting listening kirtans taking trust,5,Anonymous,,"One cannot rate a place like Bangla sahib. It's such a heartfelt experience. Every time I visit this place I get so emotional & actually loose track of time. One just feels like sitting there, listening to kirtans & taking it all in. Trust me...",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,grand great lawns serene environment means tourist trap seen places,5,Anonymous,,"Very grand, great lawns and serene environment. But all this still means its a tourist trap. Go here once you've seen the other places.",1.0,1.0,1.0,1.0
New Delhi,Connaught Place,kilometer away new delhi railway lots shopping stores best restuarents multiplexes lovely evening,5,Anonymous,,One kilometer away from New delhi Railway. It has lots of shopping stores and best restuarents with multiplexes. Its very lovely in evening.,1.0,1.0,1.0,1.0
New Delhi,Delhi Airport Metro Express,good experience travel mumbai metro comparison wise delhi airport metro express fast convenient desired places nice atmosphere maintained inside train time good frequency airport new delhi,5,Anonymous,,"It was very good experience after my travel in mumbai metro, so comparison wise delhi airport metro express is very fast, convenient to get down at your desired places, nice atmosphere maintained inside train, on time, good frequency, from airport to new delhi within 25...",1.0,1.0,1.0,1.0
New Delhi,Hauz Khas Village,small advice confuse village associated village angle quiet rich people place,4,Anonymous,,A small advice to all of you don't confuse with the name village associated with it it is not a village from any angle it's a quiet rich people place to be at.,0.5,0.5,0.5,1.0
New Delhi,Gurudwara Bangla Sahib,crowded organized ther day th dec previously good,4,Anonymous,,It seemed very crowded and not well organized ther day I was there (30th Dec).  Have been there previously...it was very good,1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),place steeped history home moghul emperors place indian flag hoisted year independence day spent hours lot,3,Anonymous,,This place is steeped in history as it was home of Moghul emperors and place where the Indian flag is hoisted every year on Independence Day. Spent at least 2 to 3 hours lot to see and take in.,0.5,0.5,0.5,1.0
New Delhi,Humayun's Tomb,visited place couple years ago thought impressive place visit disappoint ok trinket stalls tourist trappings say home tomb visit,4,Anonymous,,"I visited this place a couple of years ago, and thought it was an impressive place then, and this visit didn't disappoint. OK there were no trinket stalls, or other tourist trappings. As they say back home, "" A tomb is what you visit and...",1.0,0.5,1.0,1.0
New Delhi,Swaminarayan Akshardham,nice place spend entire day family maintained peaceful disturb note mobiles camera allowed inside vicinity plenty parking space chargeable basis best way come metro rickshaw,5,Anonymous,,"Nice place to spend entire day with family. Well maintained and very peaceful as nobody will disturb you.

Note: Mobiles and camera's are not allowed inside the vicinity.

Plenty of parking space, but on chargeable basis. Best way to come by metro and take rickshaw.",1.0,1.0,1.0,1.0
New Delhi,Lotus Temple,lotus temple located new delhi india bahai house worship famous lotus flower like shape serves mother temple indian subcontinent attractive tourist spot delhi eye,5,Anonymous,,"The Lotus Temple, located in New Delhi, India, is a Bahai House of Worship. Famous for its Lotus flower like shape, it serves as the Mother Temple of the Indian subcontinent and has become one of the most attractive tourist spot in Delhi.To my eye...",1.0,0.5,1.0,1.0
New Delhi,Rashtrapati Bhavan,wonderfully large building unfortunately manage visit interiors moghul gardens visit rashtrapati bhavan museum prior online appointment,4,Anonymous,,A wonderfully large building! Unfortunately we couldn't manage to visit the Interiors or the Moghul gardens but we could visit the Rashtrapati Bhavan Museum with a prior online appointment.,1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,forget routine work time relax peace mind visit place motivated individual spiritually good place visit,5,Anonymous,,"Forget all the routine work and take some time off to relax & with a peace of mind visit this place. 
You get motivated as an individual and spiritually, which is a must for all of us. Its a good place to visit along with...",1.0,1.0,1.0,1.0
New Delhi,Qutub Minar,huge area rich history try goiing smaller attractions like grave allaudin khalji qutub minar built khalji history buffs surely love,5,Anonymous,,Huge area with very rich history. You should try goiing to all the smaller attractions as well (like the grave of Allaudin Khalji and the Qutub Minar being built by Khalji). History buffs will surely love it.,0.5,0.5,0.5,1.0
New Delhi,India Gate,big leads government buildings grounds peaceful place amidst noisy delhi traffic recommended driver perfect holiday travels,5,Anonymous,,Its big and leads up to Government buildings; the grounds are a peaceful place amidst the noisy Delhi traffic. Recommended by our driver from Perfect Holiday Travels.,1.0,1.0,1.0,1.0
New Delhi,India Gate,architectural gem guided tour sub continent india gate new delhi highly recommended visitor attraction,4,Anonymous,,Another architectural gem from our guided tour of the sub-continent- India Gate in New Delhi is a highly recommended visitor attraction.,1.0,1.0,1.0,1.0
New Delhi,Connaught Place,nice shops lots foreign imported goods lots eating options coffee shops looking place shop look,4,Anonymous,,"Nice shops, lots of foreign imported goods. Lots of eating options, coffee shops, you name it! If you're looking for a place to shop, look no further.",1.0,1.0,1.0,1.0
New Delhi,Lotus Temple,impressive real work art beautiful gardens amazing inside shoes bag queue small lines,5,Anonymous,,This is so impressive and a real work of art. It has beautiful gardens and is just as amazing inside and out! You have to take your shoes off and put them in a bag. Then queue up in small lines at the top so...,1.0,0.5,1.0,1.0
New Delhi,Humayun's Tomb,hustling bustling streets delhi lies place tranquility taken aback architecture place serenity place shedding fast paced lifestyle metered outside unique,3,Anonymous,,"Somewhere in between the hustling and bustling streets of Delhi lies a place of tranquility. I was taken aback by the architecture of the place, the serenity of the place , shedding off the fast paced lifestyle just a few metered outside.

With a unique...",1.0,0.5,1.0,1.0
New Delhi,Red Fort (Lal Quila),cracking place visit beautiful garden surroundings impressive overall huge crowds,5,Anonymous,,Cracking place to visit. Beautiful garden and surroundings. Very impressive overall and no huge crowds.,0.5,0.5,0.5,1.0
New Delhi,Friday Mosque (Jama Masjid),biggest mosque india built mughal emperor shah jahan place great peaceful bother pay attention crowded stinky bazaar nearby old delhi,4,Anonymous,,This is the biggest mosque in India! It was built by Mughal Emperor Shah Jahan. The place is so great and peaceful that you won't bother to pay attention to the crowded and stinky bazaar nearby. This is old Delhi side so you have to...,0.5,0.5,0.5,1.0
New Delhi,India Gate,india gate delhi arc triomphe paris delhi visit india gate stroll rajpath rashtrapati bhavan largest residences world head state,3,Anonymous,,"India Gate is to Delhi as Arc de Triomphe is to Paris. If in Delhi, you cant but go visit India Gate, stroll about Rajpath and move on to Rashtrapati Bhavan (one of largest residences in the world for any Head of State)",1.0,1.0,1.0,1.0
New Delhi,Qutub Minar,loved calm complex buildings lot information time walking enjoy disliked kids large groups approach asking picture surrender,5,Anonymous,,"I loved the calm in this complex of buildings. A lot of information. Take your time walking around and enjoy it.
I disliked the amount of kids, large groups of them, who would approach asking for you to take their picture. But once you surrender...",0.5,0.5,0.5,1.0
New Delhi,Chandni Chowk,chandni chowk main oldest area town place years shoppers paradise excellent shops eat food highly recommended place visit shopping,5,Anonymous,,Chandni Chowk is one of the main and oldest area of the town. the place is there since many many years. Shoppers paradise and excellent shops to eat food. Highly recommended place to visit and shopping.,0.0,0.0,0.0,1.0
New Delhi,India Gate,near hazrat nijammuddin stn new delhi station centre located new delhi area visit view rashtrapati bhvan central secretariate offices family picnic spot near cp,3,Anonymous,,Its near to Hazrat Nijammuddin Stn and New Delhi station also.Very centre located in New Delhi area and must visit.Can get view of Rashtrapati Bhvan & other central secretariate offices from here.Family picnic spot.Near to CP also.,1.0,1.0,1.0,1.0
New Delhi,Connaught Place,nice place hang family reached place delhi metro park centre nice,4,Anonymous,,It is a nice place to hang out with family. We reached this place by Delhi Metro. The park in the centre was very nice.,1.0,1.0,1.0,1.0
New Delhi,Lotus Temple,easy approach underground kalkaji mandir station violet line min walk stop ask know non believer,3,Anonymous,,"very easy to approach with underground: it is Kalkaji Mandir station, Violet Line. It is only 5 min. walk from there. You can even see it from the stop, but can ask anyone where to go, they will know.

i am a non-believer and it...",1.0,0.5,1.0,1.0
New Delhi,Qutub Minar,é seo séadchomhartha ard delhi atá le feiceáil ó áiteanna chuid mó na cathrach agus tá sé ar dtugtar qutab minar tá ag gach duine cheist chéanna cén fáth bhfuil séadchomhartha sin mór cad é,2,Anonymous,,Is é seo an séadchomhartha ard de Delhi atá le feiceáil ó áiteanna chuid is mó de na cathrach agus tá sé ar a dtugtar Qutab Minar. Tá ag gach duine an cheist chéanna. Cén fáth go bhfuil an séadchomhartha sin mór? Cad é an...,0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,original tower preserved impressive larger failed tower great testament bigger better,5,Anonymous,,The original tower is very well preserved and impressive. The larger failed tower is a great testament to how bigger isn't always better.,0.5,0.5,0.5,1.0
New Delhi,Swaminarayan Akshardham,flamboyant display money architecture marvel huge temple complex architecture leave dumbstruck awesome lighting arrangements evening water watch miss,5,Anonymous,,"This is one flamboyant display of money and architecture marvel. A huge temple complex which has architecture which would leave you dumbstruck, along with awesome lighting and arrangements in the evening. The WATER SHOW here is a must watch one. DO NOT MISS IT. I'm...",1.0,1.0,1.0,1.0
New Delhi,Qutub Minar,bigger place initially thought want know history audio guides available recommend,4,Anonymous,,"Its a much bigger place than initially thought. If you want to know the full history, there are audio guides available at ~2$, recommend to take that.",0.5,0.5,0.5,1.0
New Delhi,Gurudwara Bangla Sahib,seriously religious places visit delhi loved remember bring head covering,4,Anonymous,,"Seriously, one of the most religious places you can visit in Delhi.  I loved it.  Remember to bring a head covering though.",1.0,1.0,1.0,1.0
New Delhi,Lodhi Garden,lovely respite madding city beautiful temples touch experience close great photo opportunities,5,Anonymous,,Lovely respite from the madding city. Beautiful Temples that you can touch and experience up close. Great photo opportunities,1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),delhi fort going places better kept forts walk outside inside thought museum,4,Anonymous,,"If you only go to Delhi then go to this fort, if you are going to other places there are much better kept forts to see.  You can just walk around the outside and see most of what you see inside.  I thought the museum...",0.5,0.5,0.5,1.0
New Delhi,Lodhi Garden,loved walk lodi garden locals picnic meet friends family birthday celebrations larger gatherings playing outdoor games interesting vegetation buildings park lively peaceful felt comfortable exploring park,5,Anonymous,,"Loved the walk through Lodi Garden, where locals have their picnic, meet friends and family. You see birthday celebrations, larger gatherings, playing outdoor games. Some interesting vegetation and buildings in the park. It was lively and still peaceful and I felt comfortable exploring the park.",1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),review red fort light sound creations terrible stupid light sound display red fort watched numerous shows india golconda kumbhalgarh udaipur old fort khajuraho appalled,1,Anonymous,,"This review is only about the Red Fort Light and Sound show. 

Few creations are as terrible as the stupid light and sound show on display at Red Fort. Having watched numerous shows in India (Golconda, KumbhalGarh, Udaipur, Old Fort, Khajuraho etc) I was appalled...",0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,impressive historical monument need hours enjoy lovely small garden rest needed,5,Anonymous,,Impressive historical monument. You need at least 2-3 hours to enjoy Lovely small garden to rest when needed.,0.5,0.5,0.5,1.0
New Delhi,Humayun's Tomb,humayun tomb new delhi basic structure structure design emperor shahjahan build taj mahal humayun tomb red stone structure way gate angle look inside tomb tomb centre,3,Anonymous,,"Humayun tomb in new Delhi; is the basic structure after this structure design emperor Shahjahan build TAJ MAHAL; this humayun tomb is red stone structure; four way gate, from every angle its look same, inside this tomb their is many tomb and in centre is...",1.0,0.5,1.0,1.0
New Delhi,Humayun's Tomb,beautiful building mini taj beware people acting staff offer demand money,4,Anonymous,,"A beautiful building. A mini Taj. Beware of people acting as staff,who offer to show you around, and then demand money.",1.0,0.5,1.0,1.0
New Delhi,India Gate,thing comes mind talk delhi impressive structure india gate seen frequently television physical visit eventually underwhelming makes expansive landscape,4,Anonymous,,"The first thing that comes to mind when you talk about Delhi is the impressive structure of India Gate. While one may have seen it frequently on television, the physical visit will eventually be underwhelming. However, what makes up is the expansive landscape around the...",1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),important site history delhi today important monument independence beautifully crafted imagine spectacular day jewels gold work stolen ruined,4,Anonymous,,Very important site to the history of Delhi and even today is an important monument for their independence. Beautifully crafted and one can only imagine how spectacular it would have been in it's day before many jewels and gold work has been stolen/ruined. There is...,0.5,0.5,0.5,1.0
New Delhi,Red Fort (Lal Quila),national significance president holds speeches symbolic character bazaar quite decent place actually got fort ground huge place offering lot shade plenty history buildings look,4,Anonymous,,"It is of national significance as the president holds speeches here and is of symbolic character. Through a bazaar (quite decent place actually) you got the Fort ground - huge place! Not offering a lot of shade, but plenty of history and buildings to look...",0.5,0.5,0.5,1.0
New Delhi,Chandni Chowk,old city monument chaos noise congestion confusion works unless adventurous mind bumped hordes people dodging cars rickshaws hassled pushy,2,Anonymous,,"This old part of the city is a monument to chaos, noise, congestion, and confusion, yet it works. Do not go unless you are adventurous and don't mind being bumped by hordes of people and dodging cars or rickshaws.  You will be hassled by pushy...",0.0,0.0,0.0,1.0
New Delhi,Gurudwara Bangla Sahib,source positivity calmness late nights number people kids come solace heart needs,4,Anonymous,,We have been to this source of positivity and calmness at late nights. You'll still find enough number of people there at 2 am (some even with kids). But you can come here and it will give you the solace your heart needs.,1.0,1.0,1.0,1.0
New Delhi,Lotus Temple,amazing structure view outside day visited closed,4,Anonymous,,"this is an amazing structure although we could only view it from outside as the day we visited it, it was closed",1.0,0.5,1.0,1.0
New Delhi,Qutub Minar,visited india specially qutub minar tajmahal great experience lifetime historic great minar amazingly mixture art follow science love place,5,Anonymous,,"I am visited at India for specially to see Qutub Minar,Tajmahal . Its a great experience for my lifetime . Historic Great Minar . Its amazingly mixture Art follow science . Love this place very much .",0.5,0.5,0.5,1.0
New Delhi,India Gate,india gate free visit probably worth half hour time area quite peaceful attraction beware countless touts trying flog tat popular time,5,Anonymous,,"India gate is free to visit, and probably worth half an hour of your time if you're in the area. It can be quite a peaceful attraction but beware the countless touts trying to flog you tat if you go at a popular time. Can...",1.0,1.0,1.0,1.0
New Delhi,ISKCON Temple Delhi,nice place like iskon temples sure management allowing people pictures people busy selfies love iskon information presented walls world nice spiritual location visit,5,Anonymous,,"This very nice place like all Iskon temples

Not sure why management allowing people to take pictures, people more busy with selfies  here. 

I love the Iskon information they presented on the walls from all over the world. 

Nice spiritual location, must visit. You can...",1.0,1.0,1.0,1.0
New Delhi,Lotus Temple,peaceful location stunning architecture structure stands peace equity purest form,5,Anonymous,,Peaceful location with stunning architecture.the structure stands for peace and equity in its purest form.,1.0,0.5,1.0,1.0
New Delhi,Red Fort (Lal Quila),scale place blew away huuuge beautiful recommend heading straight meandering pace huge compound,5,Anonymous,,"the scale of this place blew me away.  its huuuge. and beautiful. recommend heading straight through to the back, then meandering back to the front--pace yourself, it's a huge compound.",0.5,0.5,0.5,1.0
New Delhi,India Gate,awesome place visited soo times night lightning makes area beautiful place like couples family small picnics,5,Anonymous,,"A very awesome place it is.
Visited there soo many times and in the night they have a lightning which makes the area very beautiful.
Place for all like couples, family, small picnics.",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,watershow worth wait raining time place really majestic cameras allowed inside treasure memories experienced inside,4,Anonymous,,"The watershow was worth the wait even if it was raining that time. The place was really majestic, though no cameras were allowed inside, hence you just have to treasure the memories you have experienced inside.",1.0,1.0,1.0,1.0
New Delhi,Qutub Minar,history lover photographer love forts old buildings visit place visited night pm looking awesome yellow lights,5,Anonymous,,If you are history lover and photographer who love forts and old buildings then you can visit this place. Visited in night around 8pm and was looking awesome in yellow lights.,0.5,0.5,0.5,1.0
New Delhi,Gurudwara Bangla Sahib,fervour devotion faith evident exhuberence devotees class creeds sorts tasks like handling shoes sweeping mopping cooking serving food sight watch remeber true epitome,5,Anonymous,,"The fervour, Devotion and faith is evident here. the exhuberence of the devotees of all class and creeds in doing all sorts of tasks like handling shoes, sweeping and mopping and even cooking and serving food is a sight to watch and remeber...A true Epitome...",1.0,1.0,1.0,1.0
New Delhi,Qutub Minar,nice place stay n good accommodation stay family n freinds ur visit enjoy n tours,5,Anonymous,,Very nice place to stay n good accommodation for stay with family n freinds if ur visit for enjoy n even tours.,0.5,0.5,0.5,1.0
New Delhi,Connaught Place,definitely good place hang friends going shopping delhi christmas new year best place visit,5,Anonymous,,"Definitely a good place to hang around with friends and going for shopping. If you are in Delhi during Christmas or new year, this is the best place to visit.",1.0,1.0,1.0,1.0
New Delhi,Qutub Minar,interesting place visit close metro station parking place park vehicles,4,Anonymous,,It was a very interesting place to visit.it was close to metro station. There was also a parking place to park the vehicles .,0.5,0.5,0.5,1.0
New Delhi,India Gate,site great coming taxi tourist written people harrassing begging maybe save spot second day overwelming,5,Anonymous,,"The site is great but coming in a taxi with ""tourist"" written all around you...too many people harrassing you and begging...  Maybe save this spot for the second day...will be less overwelming!",1.0,1.0,1.0,1.0
New Delhi,Hauz Khas Village,little village transformed party hotspot delhiites tourists huge number options eat drink relax party beware planning party weekend nights village poor infrastructure,5,Anonymous,,"This little village has transformed itself to be the party hotspot for delhiites and tourists. You can find huge number of options to eat,drink,relax and party. But beware while planning to party there on weekend nights. Its still a village with poor infrastructure and be...",0.5,0.5,0.5,1.0
New Delhi,Swaminarayan Akshardham,new temple built decades undeniably beautiful felt certain disney land effect touristy jaded built large number visitors mind enjoy,5,Anonymous,,This new temple (built in the last several decades) is undeniably beautiful.  But I felt a certain Disney Land effect there.  It's all very touristy.  But I'm perhaps just being jaded because it was built with the large number of visitors in mind.  You'll enjoy...,1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,spectacular site unusual place really enjoyed visit aware things visiting photos allow bought pack post cards took digital photos,4,Anonymous,,This is a spectacular site. It is a very unusual place and I really enjoyed my visit. Do be aware of several things before visiting. Photos were not allow when I was there. I bought a pack of post cards and took digital photos of...,1.0,1.0,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,clean nice place calm serene divine visit place delhi accessible ndls,5,Anonymous,,"This is a very clean and nice place. 
Calm, serene and divine.
A must visit place in Delhi.
Very much accessible from NDLS.",1.0,1.0,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,place list disappoint want experience real kindness world visit place restore faith humanity remainder stay,4,Anonymous,,"This place was on the top of our list and it did not disappoint. If you want to experience real kindness in the world you must visit this place. It will restore your faith in humanity, at least for the remainder of your stay ;-)...",1.0,1.0,1.0,1.0
New Delhi,Lodhi Garden,lodhi garden delhi best place wonderful day weather pleasant enjoy irrespective ur age enjoy photographers place,5,Anonymous,,Lodhi Garden in delhi is one of the best place to have a wonderful day ..if the weather is pleasant just go their and enjoy..irrespective of ur age ..you can enjoy here...photographers this place is for you,1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),good place hang family n friends near chandni chowk metro ample parking n food stalls available outside camera allowed evening light n sound great attraction,5,Anonymous,,Good place to hang out with family n friends. Near to Chandni chowk metro. Ample parking n food stalls available outside. Camera allowed. Evening light n sound show is a great attraction.,0.5,0.5,0.5,1.0
New Delhi,Lotus Temple,neat inside day went hour wait enjoyed view outside time worth passing quite different,5,Anonymous,,This was very neat but to get into the inside on the day I went through was a two hour wait so just enjoyed the view from the outside.  If you have the time very much worth a passing as it is quite different than...,1.0,0.5,1.0,1.0
New Delhi,ISKCON Temple Delhi,thanks valuable time hare krishna visit iskcon communications india office follow twiiter iskconcomind follow fb iskcon nc,4,Anonymous,,"Thanks for Your valuable time! Hare Krishna :)
Please Visit Again.

#ISKCON Communications India Office
+91-11-26428016
Follow Twiiter @IskconComIND
Follow FB @ISKCON.NC",1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,spent quite bit time humayun tomb fascinating beautiful gardens different areas walk hot,5,Anonymous,,We spent quite a bit of time at Humayun's Tomb.  It was fascinating.   Beautiful gardens and many different areas to walk around.  It was hot.,1.0,0.5,1.0,1.0
New Delhi,Humayun's Tomb,tomb gave later mughal idea taj mahal area popular area tombs proximity burial site sufi saint nizamudhin shrine nearby encourage visit,4,Anonymous,,This is a tomb that gave a later Mughal the idea for the Taj Mahal.  This area was a popular area for tombs because of the proximity of the burial site of the Sufi saint Nizamudhin whose shrine is nearby.  I encourage a visit to...,1.0,0.5,1.0,1.0
New Delhi,Lotus Temple,lotus temple beautiful actually form lotus huge building good walk reach destination equally crowded time word says temple statue god,5,Anonymous,,"Lotus temple is beautiful as see it ... its actually made in the form of lotus a huge building.Its a good walk to reach the destination and its equally crowded all the time. 

The word says temple but it has no statue of any god...",1.0,0.5,1.0,1.0
