City,Place,Relevant Review
Hyderabad,Hussain Sagar Lake,lake buddha hussain statue hyderabad sagar boat place boating good necklace visit water evening city ride nice time park beautiful middle boats road view enjoy great night ferry walk like huge family shah rides spend clean people island best attraction available maintained heart centre visited eat big area birla near located lord experience dirty food street bad friends really garden lot looks cool evenings sunset drive tourist center breeze river morning places built visiting worth fun gardens quite day qutub parks large attractions man went kids largest awesome light beauty spot lights amazing nearby tall relax famous situated reach wonderful
Hyderabad,Lumbini Park,park hussain buddha sagar boat lake place statue boating good hyderabad rides visit ride kids evening nice time enjoy fountain family children water located maintained boats garden musical entry ferry light best city near attraction play small crowded fun lot rs available visited people great friends spend banks really like food area games necklace activities ticket pm worth middle attractions sound went fountains beautiful inside experience amusement view big watch train want situated evenings gardens tickets shows enjoyed tourist famous average main entrance parking facility quite fee weekends long day huge crowd miss clean lots night road bank better entertainment
Hyderabad,Nehru Zoological Park,zoo animals safari place park good hyderabad visit birds kids maintained train time best day ride lot car big nice white inside children visited india like variety family great enjoy area huge walk food experience really vehicle people spend available open lots spread collection better large clean enjoyed kept different elephants went cars city seen love worth friends cover wildlife wide ticket fun quite hours natural attraction picnic walking early water carry bags rs allowed old entire morning crowded greenery amazing types places long entry maintenance need elephant nature trip thing beautiful green indian near parks tour space years takes
Hyderabad,Ramoji Film City,ramoji film city feedback place visit dear hyderabad guest thank day good experience regards family time shows movie valuable know sharing best great tour delighted rides bus memorable world friends lot park gardens enjoy like team visited food nice enjoyed thanks happy movies really trip largest kids hope worth fun attractions visiting places amazing inside huge star land making memories spend stay different entertainment love beautiful india need wish awesome plan exciting hotel ticket went maintained people amusement tickets make wonderful better area entire staff things want entry set parks forward bring excellent lots complex rs glad children new days
Hyderabad,Salar Jung Museum,museum collection hyderabad clock place visit history artifacts good museums time paintings art statue day items world things india best hours musical huge old great lot maintained exhibits worth amazing historical like man sculptures really need visited charminar different nice ancient rooms watch display attraction big spend marble audio people beautiful largest miss statues hour indian family guide entry interesting city rs visiting seen various culture lots room ticket large famous single era entire know person floor quite inside hrs kings used half variety unique excellent takes times vast love food stuff wonderful camera experience main kept located lovers kids
Hyderabad,Shilparamam Cultural Society,place good village shopping hyderabad visit cultural nice items city bargain shops lot stalls time culture buy great park food like india art clothes stuff boating shop family evening traditional available indian things area price people best variety different paintings selling lots enjoy night really market spend local hand prices located hi museum visited love inside beautiful kids life open children work delhi places want friends sculptures day near worth experience better hours small reasonable went home maintained quality shows dance need options times garden various sell activities artifacts huge country statues visiting especially walk bit looking old hangout way
Hyderabad,Shri Jagannath Temple,temple place hyderabad visit lord good peaceful beautiful architecture nice maintained evening time temples located clean prasad city visited like parking peace built great darshan divine calm aarti inside near feel best family really people road prasadam neat spiritual area crowded park experience main visiting serene went atmosphere walls god evenings location small beautifully situated famous religious spend amazing heart pleasant day space mind constructed worth pm worship krishna enjoy devotees sit premises times quiet special dedicated shiva lot paintings similar looks environment mandir awesome quite love ambience hindu nicely available ample excellent festival ganesha office sri view holy make
Hyderabad,Taj Falaknuma Palace,palace taj hyderabad place tour dinner hotel visit food experience royal good great high beautiful city amazing restaurant property time service view group best worth like staff stay nice lunch rooms history excellent went guided expensive feel really make heritage hotels visited old room book palaces maintained ambience indian views need awesome way evening wonderful visiting day life stayed era hill restaurants people world delicious served india family star grounds enjoy rich guest architecture spend quite taken stunning staying gardens main truly guide want magnificent night fantastic th highly took lovely king special pm location built area trip welcome small
Hyderabad,Wonderla Amusement Park,wonderla feedback rides sharing park thank valuable delighted experience hello team regards enjoyed dear learn time hope good water place hyderabad amusement suggestion improve share like memories services case family soon best add support day help visit better fun know taking great visited hi friends food enjoy kids review games ride thrill staff bring lot happy pool really awesome nice wait wonderful dance crowd ticket bangalore amazing management went people wonder spend maintained money high hear city entertainment especially glad waves make price age new maintenance parks excellent sure superb entry tickets weekends outing worth summer weekend cost want need
Jaipur,Albert Hall Museum,museum jaipur place collection visit hall building good paintings history beautiful artifacts time nice architecture inside like great things worth old exhibits city museums interesting rajasthan art outside audio instruments zoo items display ancient sculptures really historical india visited indian ticket lot different musical maintained guide located night best amazing royal hours displays palace kings british culture lots day jantar various garden spend mantar world looks houses view quite rich visiting statues used kept bit state pink love situated huge clothes look hour oldest places built people amber stone thing attraction impressive went heritage entry tour small hawa lovely including
Jaipur,Amer jeep Safari,safari amer tour review positive thank memory glad best enjoyed jaipur comes guest thanks day really driver guides dear valuable guide village giving kind amazing help make stay better great experience trip india time nice team good people local got animals recommend went service friendly saw beautiful rajasthan visit culture life fantastic indian wonderful place took hotel excellent places city real elephants lot amber area hello friends like school highly friend unique spent way visited children different happy helpful visiting enjoy agra english delhi learn things wanted special wildlife tripadvisor perfect greetings seeing locals highlight super person incredible views arrived
Jaipur,Anokhi Museum of Hand Printing,museum haveli amber hand place fort visit jaipur shop beautiful amer small great worth history interesting building art old good really displays traditional wonderful little informative interested exhibits got experience display lovely nice cafe collection beautifully like work making amazing make love information visiting rajasthan time watch india best try enjoyed loved fascinating indian staff went near different clothes learn located driver visited lot local close buy village quiet way seeing various excellent know carved want away people inside closed look trip quite items cool real definitely live paintings design wear set pink used guide appreciate price hard house shopping
Jaipur,Birla Mandir Temple,temple birla jaipur marble place visit white mandir beautiful good nice time peaceful evening clean temples architecture city lord built inside maintained peace located hindu aarti visited ganesh great krishna family view outside hill like carvings worth feel garden best fort beautifully calm india really serene near amazing god worship religious structure sit looks visiting quite beauty people spend work day famous situated dedicated main shoes night experience road location allowed parking enjoy pm neat huge morning lovely constructed pure area darshan stone museum lot tourist big sunset gardens ji atmosphere modern glass look small crowded carved gives photography went
Jaipur,City Palace of Jaipur,palace jaipur city place visit museum royal guide history beautiful good jantar worth mantar interesting mahal family architecture nice palaces great tour time inside pink kings amber audio really hawa maintained fort museums rajasthan ticket like visited buildings old amazing collection things lot entry clothes king used india rs paintings rooms complex historical display places visiting lots expensive singh huge best private art exhibits fee different experience udaipur quite tourist hall enjoyed artifacts building located hours day people shops photos guides indian area better seeing rupees entrance bit big pictures attraction public forts impressive main open seen water need room
Jaipur,Govind Devji Temple,temple jaipur krishna lord visit place city aarti palace darshan ji devotees time people beautiful prasad hawa peace jantar mantar good morning nice evening divine hindu temples god worship experience visited idol mahal located visiting really great famous near situated old spiritual huge faith day peaceful dedicated best feel big religious hall holy crowded blessings open times pm lot like heart complex family royal early king atmosphere close garden come went crowd worth feeling world amazing inside mandir india large maintained mind architecture rajasthan clean hare ancient check area love lots daily monkeys local locals oldest closed seen make sri
Jaipur,Hawa Mahal - Palace of Wind,hawa jaipur mahal palace place pink windows city visit building inside beautiful street outside architecture view good time road worth nice great jantar busy structure royal mantar photo really built market guide amazing monument like ladies located look history pictures main interesting women photos stop best seen visited wall picture looks old small views sandstone queens area way watch people fort shopping tour air lot shops rajasthan day architectural need tourist crowded middle right impressive amber climb traffic visiting going red attraction better india near night beauty make ticket situated feel cool quite lots stunning heart singh audio breeze places
Jaipur,Jaigarh Fort,fort amber jaipur amer place visit view largest views forts world city palace great good hill biggest worth time history guide nice beautiful huge built amazing walk water inside way attraction really car like big used museum best visited located rajasthan maintained jal walls singh drive lot soldiers interesting situated royal architecture old mahal people main visiting near lake day historical places thing make road family famous king walking enjoy awesome elephant quite better monkeys went houses experience need kings rs long area small climb spectacular breathtaking impressive ticket look km large bit vehicle guides tour fantastic trip reach ride
Jaipur,Jal Mahal,jal lake mahal palace place jaipur water amber fort beautiful visit view amer good way middle nice inside road time stop evening looks photo great boat sagar pictures allowed look distance worth like building photos night really amazing located built man city best boating people street beauty hotel outside dirty picture visited surrounded near enjoy situated vendors area sunset public open walk day monument far structure click food seen closed tourist going ride lot spend lots hawkers morning watch tourists banks architecture lovely unfortunately sight udaipur attraction local minutes rajasthan boats maintained access entry make main selling stunning saw visiting
Jaipur,Jantar Mantar - Jaipur,jantar mantar instruments place guide jaipur time visit science sun interesting amazing built understand structures good singh really palace city site worth great ancient world audio explain fascinating knowledge largest india ago hawa like people tour used know day history years old delhi visited best unesco need collection nice king work things different heritage visiting make century stone interested tell indian mahal hire various guides hot quite th learn lot better sure architectural monument maintained huge definitely incredible information think working read architecture impressive recommend went long way times ticket experience beautiful days clock amazed look shows mind attraction early
Jaipur,Make Bike Trip,tour thank positive great comfortable safe service single moment review day enjoy jaipur elephants village trip experience elephant guide good time make nice amazing amer recommend animals people really friendly best went local saw took visit place highly ride lot city fantastic hotel life places amber india beautiful driver wildlife food fort real nature enjoyed team thanks wanted like tuk things wonderful person culture want area visited school night monkeys safari special got kind worth lunch perfect learn seeing recommended monuments excellent way family know different pink care areas fun friend information kids spent indian awesome sure lots helpful temples
Jaipur,Monkey Temple,monkeys temple place jaipur visit guide hill temples people really great walk tuk worth way city beautiful time dirty nice good went water driver food view lots like amazing experience holy quite ji climb sunset bit money india lot friendly entrance old day fun interesting camera animals visited views little need buy want small make come hindu buildings sure tour man area local took pay best sun careful rupees trip guides got free pool walking going visiting loved attraction locals drive road saw love enjoyed hand tourist complex architecture watch site long photos young think recommend better pictures close arrived
Jaipur,Moti Dungari Temple,temple ganesha jaipur birla ganesh lord visit place mandir idol ji famous ganpati devotees blessings good people near prasad located city old beautiful statue situated worship new nice temples visited darshan huge big crowded popular visiting come feel dedicated great peace spiritual god faith aarti divine time rush crowd hindu hill peaceful known nearby positive close day religious family clean start vehicle heart road morning palace lot experience rajasthan main small really ancient parking local maintained like energy evening fort went worth lots pray gives days comes pm distance car wish holy early special quite best said shops walking view
Jaipur,Nahargarh Fort,fort jaipur view place city visit amber amer views good palace sunset beautiful forts nice time great hill best amazing restaurant mahal worth museum queens pink drive really architecture like road visited inside night history rooms built maintained awesome evening way day located enjoy old entire guide went king jal walk friends rajasthan historical reach family lot visiting walls offers interesting movie singh breathtaking gives people food main quite better point seen experience lovely attraction places make situated famous going bit feel kings excellent entry ticket trip want morning tourist open location climb car look palaces used wonderful come spot
Jaipur,Panna Meena ka Kund,amber fort amer place visit jaipur water worth steps beautiful way architecture time good people stairs great near walk driver amazing guide nice stop museum old palace close interesting temple like visiting located road seen tourists really free used look site photos ancient visited quiet rajasthan little view tourist structure went miss going know minutes ask short entrance design allowed maintained car tuk quite drive unique pool century peaceful area india built tour engineering local photo away make loved climb locals seeing right small incredible spot easily easy bit level best village pictures forts inside took lovely definitely need pics
Kolkata,College Street (Boi Para),books book street place kolkata old shops new stalls visit available house lovers famous buy school area market like hand price stores lover selling good best bargain second road time used types great city want india looking cheap world small sell shop indian love kind people days need largest crowded hindu known hare collection prices big walk type huge biggest feel probably years variety look streets visited vendors located near come really lots lot different number experience long stretch gandhi story engineering central food heritage day various life history ones english nd try reasonable north places situated definitely large knowledge
Kolkata,Dakshineswar Kali Temple,temple kali place kolkata river visit darshan banks temples bank time sri beautiful holy devotees good shiva people religious worship boat visited divine peace nice situated spiritual crowded hindu mandir famous clean great best peaceful inside maintained main experience morning near feel day ferry queue like located visiting long early architecture idol evening india huge complex crowd mother lord view built lot blessings krishna area city places went god mind money bridge mobile room premises really quite worth family come old calm reach avoid line history howrah parking try prasad need shoes outside ride allowed walk pray serene big dedicated
Kolkata,Eco Tourism Park,park place kolkata boating lake good family visit time boat huge area water new activities day city nice best like wonders beautiful garden evening rides maintained ride lot enjoy food great friends kids spend picnic lots town island nature greenery visited big inside children fountain available entry walk outing vast large space located green gardens fun winter people attractions spread open fee different really things near cafe gate rs attraction musical excellent parks seven clean parking awesome boats sunset beauty flowers land situated world love experience perfect quite relax airport long places amazing far middle games enjoyed train bangla amusement
Kolkata,Eden Gardens,cricket stadium kolkata gardens ground india place garden world best watch visit crowd experience great largest atmosphere good people international biggest watching time team play beautiful grounds famous lovers huge indian love like awesome city amazing home visited day big lover inside nice river went view green enjoy seen really history located live lot times near maintained heart playing facilities feel lush food got iconic come night games chance sitting oldest known pride historic energy excellent west ambience area need visiting security proud friends enjoyed miss worth life country days going better second way fun ticket outside location situated howrah
Kolkata,Howrah Bridge,bridge howrah kolkata river engineering station place city visit view british ferry time structure traffic marvel built great people walk railway india boat beautiful night flower good old iconic nice market world best evening amazing ride beauty like experience landmark day busy oldest symbol architecture looks years crowded feel west really look famous worth train near support construction pillar huge way piece walking standing times history lights long morning architectural awesome enjoy going known seen travel new visiting life heritage visited used pride thousands sight daily gateway era watch seeing sunset main stands early constructed pass tall wonder magnificent thing
Kolkata,Indian Museum (Jadu Ghar),museum place kolkata visit collection indian history india good exhibits museums oldest old building artifacts time great paintings things art like animals ancient lot sculptures historical largest huge visited day best worth really interesting different maintained foreigners knowledge street items world closed rs british display visiting statues park large years fee nice amazing heritage kids era buddha big beautiful located mughal entry various biggest rooms hours rupees people need metro country information children ticket historic city inside entrance culture seen price near indians maintenance science learn lots preserved went going stone interested want poor wonderful better kept spent got quite
Kolkata,Kalighat Kali Temple,temple kali kolkata place darshan visit money people devotees religious holy worship crowded visited temples hindu experience beware famous inside old time queue metro like india divine city good visiting god went careful dirty idol blessings lot try want make come best avoid great local ask really mandir day long pay early morning outside near mother crowd area feel station nice places spiritual way oldest rs guide right follow offer reach dedicated pray flowers road peace bad small walk main line located shops popular beautiful tourist visitors shiva dont taxi surrounded help say years shoes need person called soon buy
Kolkata,Metro Railway,metro kolkata india railway trains city time travel service transport train cheap oldest good way best crowded ride clean fast north south old station people delhi traffic office journey like country line experience comfortable hours non new pride peak services travelling maintained avoid long rush started air quite nice ticket reach really places lot great easy years used visit save ground day route daily times place better took destination public tickets street rs days mumbai important needs going need park tourist available busy life compared use safe local quick option want distance world hour road free bus major west different
Kolkata,Mother House,mother place kolkata tomb house visit room life museum work experience small simple peaceful lived peace great good people visiting time feel visited worth interesting poor home love really amazing city pray religious nice world holy history come serene help quiet like wonderful know beautiful calm read spiritual went photos day little street road building children quite story informative seeing felt inside person atmosphere learn lot closed way trip pay make india things sense used feeling spent service spend visitors religion pictures walk places busy st outside located miss allowed truly enter want free special going dedicated god pm display
Kolkata,New Market,market kolkata place shopping new shops shop street bargain good visit old items best buy price clothes like food available area cheap people crowded british shoes variety things prices bags city reasonable great need want time oldest mall experience lots stuff lot huge hawkers quality really famous local known stalls heart years thing nice day big located selling heritage types vendors charm india brands stores near quite busy metro ladies going love forget parking looking come visited know era walk places world times indian days flowers different needs destination daily try think right specially say careful family small enjoy amazing
Kolkata,Nicco Parks & Resorts Limited,park greetings thank sharing dear rides visiting good visit enjoyable understand happy kind kolkata amusement place ride everyday water attractions twice family kids fun children time day enjoy best friends like food guest lake glad parks great nice train adults entertainment lot visited lots surely spend new city available maintained amazing entry boating free really old games experience maintenance india hangout enjoyed people activities river ticket located went year age years specially better things awesome area young boat various inside bit popular picnic huge days need quite love beautiful court weekend facilities entire ages tickets inr times attraction group oldest
Kolkata,Park Street,street kolkata park place restaurants shopping good food shops visit best city night area hotels new like time great happening old places road famous walk shop eateries year lots nice people hotel restaurant british life book evening buildings heart stores lot metro options market eating streets brands eat lights enjoy day located crowded st decorated busy known really fun amazing available variety feel stroll love walking visiting friends music end experience charm heritage want visited iconic different beautiful era indian stalls come traffic spend business popular india hangout mother hang crowd books modern years number way times high especially things
Kolkata,Prinsep Ghat,place river bridge kolkata boat evening visit howrah view nice time bank ride sunset beautiful good boating enjoy great couples monument walk banks best memorial spend friends boats park british sit people railway family station maintained breeze stroll near awesome train built evenings cool structure new city romantic area hangout photography visited really food memory ferry located quite nd second calm peaceful beauty amazing morning clean lit local like rides looks went places perfect garden sun photo experience day street lights quiet long lovely relax spot small feel early old watch views historical wonderful loved night building available right winter
Kolkata,Science City,science place kolkata city visit good kids time park children day space learn shows things enjoy lot rides fun family nice great visited ride exhibits best like attractions museum knowledge car way lots really spend experience love amusement amazing inside different people adults entry various museums attraction interesting enjoyed maintained area school young india food located worth old entertainment centre activities hall thing available games tickets needs places age went maintenance largest years hours friends know ticket specially big movie especially garden awesome better outing large enter going entire working long huge excellent need loved informative ages trip lovers small
Kolkata,Victoria Memorial Hall,victoria kolkata memorial place visit museum british building beautiful queen inside gardens garden history monument hall architecture good time marble nice india city maintained great paintings historical worth structure white built visited grounds era outside taj best palace park like huge green walk really old day interesting lot memory visiting people mahal evening amazing family spend morning lawns entry enjoy lush heart tourist exhibits beauty lovely indian surrounding art area view collection surrounded artifacts lake wonderful couples architectural ticket heritage impressive magnificent lots large places clean attraction friends fee rs greenery kept looks big times excellent landmark located historic pictures
Mumbai,Bandra-Worli Sea Link,worli bandra link sea mumbai bridge toll time drive view traffic night travel engineering beautiful south great city good place road best visit marvel driving way amazing experience nice arabian ride airport india worth travelling like bombay enjoy looks route really views awesome car structure save lot feel minutes day breeze evening long reach lights rs built stop town going architecture beauty fast people end pay allowed journey hours western makes nariman roads scenic especially construction wonderful excellent north peak modern gives colaba times use face love look took pass distance world new proud make piece attraction architectural point lit
Mumbai,Chhatrapati Shivaji Terminus,terminus mumbai station building victoria railway trains architecture place train british heritage beautiful unesco visit india people structure central time inside world night local site outside old good great crowded busy built known bombay amazing like worth day best architectural looks city era buildings iconic look lit really monument maintained nice long lights indian airport historic view history line main beauty impressive travel called huge area going experience evening historical magnificent marvel times earlier style daily visited rush point clean distance seen lighting hours ticket life oldest south years piece heart food awesome walk thousands feel come office way landmark
Mumbai,Colaba,colaba mumbai shopping place gateway street good area shops taj restaurants india visit bargain great market cafe food old shop hotel walk buildings bombay best like clothes nice lots places time lot famous people streets tourist sea british south mahal vendors hotels buy stalls city walking tourists crowded eat experience beautiful cheap stuff enjoy fun shoes eateries architecture love price want amazing road stores things busy night selling eating indian prices way near museums variety day charm local stay palace really heritage gate art end evening small available options brands bags close marine restaurant spend need worth located feel lovely
Mumbai,Elephanta Caves,caves elephanta island ferry boat gateway india mumbai ride hour place trip visit reach train boats sea good way shiva takes journey day walk rs monkeys gate time unesco worth guide sculptures took carvings nice site great climb heritage tickets steps stairs long ticket beautiful amazing really people lot experience hindu visited history ancient interesting world need rupees half elephant carved went statues tour hours arabian view minutes small near best city located lord visiting quite temples hot going like entrance fun extra little enjoy indian away pay cost buy got water bit pleasant old hill tourist mins shops early
Mumbai,Essel World,esselworld rides dear thrill guest team amusement hope reviewing live lot soon thanks park place tripadvisor review time thank world mumbai amazing feedback day good fun family experience visit ferry water taking forward india enjoy largest kingdom friends look kids best ride positive words food services great parks extremely high entire visited really nice new like enjoyed age people adults pass spend children times boat old reach awesome went entertainment lots years love picnic group available games try worth maintained island want oldest tickets going visiting beach need inside outing year located attractions city days share different options road happy
Mumbai,Gateway of India,gateway mumbai place taj india visit elephanta sea hotel boat caves monument ferry view mahal arabian people good time great crowded nice british boats beautiful ride gate structure history colaba iconic evening area tourist worth visited best built island historical landmark enjoy security day queen opposite tourists bombay palace photographers visiting city king architecture lot night walk like famous really amazing historic lots way photo pictures near attraction photos busy located experience family rides places morning site spot trip impressive early location nearby point street crowd went breeze right look times picture indian friends spend hawkers sunset come building boating
Mumbai,Juhu Beach,beach juhu mumbai place food good visit sea crowded people time dirty clean evening water enjoy nice walk stalls sunset famous morning like best lot family visited street great arabian lots beautiful friends breeze waves crowd city early view spend really weekends long come evenings night near popular quite experience love local day fun try went hotels sun eat vendors snacks visiting kids area tourist want cleanliness better maintained feel relax hotel hawkers going amazing available places tourists sit times awesome locals walks india eating worth enjoyed cool walking shops options located eateries nearby avoid stretch weekend especially visitors spot
Mumbai,KidZania Mumbai,kidzania feedback mumbai kids sharing visit regards experience forward valuable place enjoyed activities look happy glad know time playing fun words day children kind play learn good unique enjoy like liked great various son visiting life lot mall spent adults real money soon spend hope different love things hear overall details best visited staff city years activity filled really amazing old share age truly offer year games inside lots nice loved world school work expensive based hours times make spending went park worth entertainment excellent understand visits food want better friends way making wonderful young th family new chance looking
Mumbai,Mani Bhavan Gandhi Museum,gandhi museum life mumbai place visit house history interesting great lived man time worth small india photos good room books bombay stayed story really informative nice used tour visited learn building pictures displays information home know floor little photographs lots lot exhibits old simple experience people read quiet free preserved visiting years things like way artifacts quite spent hour indian enjoyed historical amazing south important collection street fascinating display world gives located interested work guide maintained set understand day best entry wonderful definitely city beautiful excellent want fee peaceful walk stay museums road kept seeing ji dedicated british items look
Mumbai,Marine Drive,marine mumbai place drive sea necklace night walk visit evening time view beach breeze arabian sunset beautiful best nariman people good queen sit nice queens enjoy great city waves morning road friends like day lights long stretch cool stroll spend amazing couples relax walking feel point sitting family love late bombay experience evenings street crowded awesome sun hours early really clean watch places area water come views south air end lovely looks food visited known called romantic buildings enjoying lot watching life traffic beauty walks want relaxing hangout india famous fresh especially worth way visiting near look peaceful monsoon locals
Mumbai,Mount Mary Basilica,church bandra place visit mumbai beautiful mother peaceful people peace sea time hill architecture pray nice located visited good year devotees old famous arabian faith statue crowded inside best come great serene worship near visiting outside like festival holy feel really calm area religious blessings view location situated love religion city day divine maintained close worth west lot quiet week experience structure stand quite places night walk enjoy history god bombay went light times make family th popular road lovely life known small amazing years month sit oldest beautifully mind stalls opposite heart interesting crowd days sunday open beach atmosphere
Mumbai,Nariman Point,nariman mumbai place marine sea point necklace drive view visit time business walk good best evening arabian night breeze area beautiful sunset nice enjoy end people great city sit waves hotels india queens friends buildings like queen day beach bombay morning office hotel air cool relax places feel located commercial family south love famous amazing views spend high food restaurants lot sitting evenings experience near come crowded road stroll couples watch awesome land building bandra hours walking early late street long worth visited really life clean location known visiting hangout sun busy stretch fresh relaxing water lovely peaceful gives lots
Mumbai,Shree Siddhivinayak,temple siddhivinayak mumbai ganesha visit lord place darshan ganpati ganesh devotees people crowded time good god blessings visited famous queue aarti idol divine crowd temples day visiting religious long peace morning inside worship faith security experience holy come rush prasad avoid feel beautiful pray hindu queues best peaceful nice located great early managed days like station mandir lot india really city clean popular spiritual outside management heart special times line went maintained hours try going places worth parking huge wish make mind feeling near want dedicated true family believe rs area enter small evening big situated flowers buy reach elephant
Mumbai,Sri Sri Radha Gopinath Temple,temple krishna hare juhu iskcon place visit mumbai lord food good beach beautiful aarti devotees restaurant visiting peaceful peace nice time temples darshan spiritual prasad divine clean experience people great visited feel like prasadam best amazing evening inside located love near really maintained religious god atmosphere mind calm sri excellent day worship worth quite premises pure serene life crowded area close delicious lot feeling hindu beautifully parking available holy wonderful family try awesome lovely world city sit served big come lunch famous architecture morning books idol positive statues marble enjoy went india times pm make complex huge stay snacks decorated
Mumbai,Water Kingdom,kingdom water rides dear tripadvisor guest regards reviewing forward best place team park look feedback thank lot time thanks good experience share mumbai day taking pool family read fun visit enjoyed enjoy largest friends sharing great ferry food esselworld attractions amazing visited ride kids world parks awesome nice really review summer huge picnic spend dance like available amusement clean love river times pass crowded extremely lots group people india age worth maintained weekend better beach children expensive adults boat reach long happy inside heat year tickets went relax bit crowd try area thrill going waves biggest years options weekends big
Pune,Aga Khan Palace,gandhi palace place pune visit history maintained wife museum garden good historical nice gardens beautiful india time building kept rooms great indian grounds british ji used peaceful visited memorial calm worth nagar house life years lot built interesting quite city people historic like lawns clean green small really know importance items artifacts entry rs area things spend room walk road trees quiet inside shah monument architecture information preserved exhibits paintings huge stayed greenery serene family spent days important era lush visiting away old parking fee open learn lovely national big pictures visitors places site located surrounding lots display nicely floor
Pune,Chaturshrungi Temple,temple pune hill place climb visit steps stairs good city nice reach located road view darshan situated parking small time near beautiful crowded lot visited peaceful temples religious worth calm people clean need maintained feel space evening main blessings morning peace best heart famous mandir great old devotees area visiting family location quite walk festival inside ample premises like holy early sit available gives went really lots experience long divine big times serene way places middle bit scenic enjoy aarti huge worship amazing easily ganesh spiritual high spend busy hindu greenery crowd wide days idol come built neat known faith
Pune,Dagadusheth Halwai Ganapati Temple,pune temple ganpati visit place ganesha ganesh idol lord darshan beautiful city crowded famous good time parking devotees festival located heart people road blessings visited best divine nice area feel god near visiting peace queue mandir situated market temples old great crowd experience inside really come outside busy statue pray decorated aarti holy traffic morning peaceful spiritual lot day worth main long like religious street worship mind popular days places rush early big car managed nearby auto avoid faith awesome middle shopping amazing vehicle family small huge maintained security right times miss feeling park problem year positive clean went glass
Pune,Darshan Museum,museum visit darshan life pune experience place spiritual great thank good really story audio time amazing way visited wonderful like journey visiting beautiful excellent nice best people thanks staff world know ji worth family awesome learn sound shows review used free different things feel watch lot peace hour use beautifully peaceful hours mind went kind real museums make live love truly light tour work person seen statues art takes maintained inside gives interesting minutes india come heart kids help wonder history entire man friends entry new modern designed recommend words watching got need thought trip using think city better based
Pune,ISKCON NVCC Temple,temple iskcon krishna place pune visit hare beautiful balaji good lord nice temples food aarti peace prasad spiritual peaceful visited time clean like great evening family devotees darshan best maintained divine architecture experience feel people inside parking huge prasadam really restaurant hall calm amazing shop mind main atmosphere sri city paintings visiting big beautifully area road awesome holy serene decorated wonderful garden religious god spend environment located built mandir worth worship small feeling delicious near premises quite lot new snacks india love excellent day enjoy make energy life space went pray large stalls relax nicely going complex work gives ambience
Pune,Laxmi Road,pune shopping road place shops market clothes good shop street crowded visit parking city like buy variety items ladies bargain best available famous stores things cheap lot price stuff want area time traditional prices great local old people ganpati experience oldest need busy heart lots options indian reasonable big quality food shoes walk small nice traffic women brands vehicle near selling looking vendors specially places mall right enjoy roads streets thing love day main temple weekends way festival really problem kind india auto known home crowd better amazing areas especially destination located narrow worth difficult types bags visiting needs wear
Pune,Malshej Ghats,place monsoon pune visit mumbai good season drive best nature beautiful road time view enjoy scenic nice greenery beauty roads visited great amazing views green water awesome day trip food way like lush stay weather experience km friends went driving family kms places lot natural hill journey western people weekend hours destination small lots want breathtaking winter car lovely careful area specially nearby wonderful lake near reached stop heavy enjoyed feel early stayed really love lovers spot ride carry traffic covered started little location especially available close night excellent city perfect th long away worth quite better cool morning surrounded
Pune,Phoenix Market City,mall pune brands shopping good food place regards court shops team thank hi positive best review city coming new stores market big restaurants huge variety shop available visit great time options parking nice biggest spend international nagar movie entertainment eating lots like kids day movies lot airport area eat floor weekends located enjoy play friends large experience offers hangout indian excellent need wide really people fun places awesome space visited crowded various including plenty maintained hang got needs want family clean largest end easily ambience prices different better expensive games road number major location think hours activities clothes eateries stop
Pune,Pune Okayama Friendship Garden,garden pune place maintained visit good beautiful water park nice time city clean evening best road family greenery gardens small visited green morning walk kids entry spend friends like trees allowed enjoy rs pm nature located fee parking mughal known sit crowded peaceful area flowers style people built plants children really ticket places stroll great play birds lawns fountains hours couples worth walking based inside called weekends designed relax open security photography huge fees awesome perfect lot amazing space entrance situated outside went near love different early nicely lots largest lake beautifully relaxing big calm feel beauty staff away pleasant
Pune,Raja Dinkar Kelkar Museum,museum collection pune artifacts place visit history instruments items good musical old india th mahal worth time museums city things great maintained century exhibits located man visited different indian nice ancient culture display really lot best amazing heart historical art visiting small fee preserved various parking used road sculptures clothes years houses hours past life interesting everyday statues people times like know dedicated camera huge day stuff interested ticket heritage building family beautiful paintings lovers private information son need cultural unique single era excellent near narrow lots person especially world seeing extra situated seen war wonderful quite love memory informative
Pune,Rajiv Gandhi Zoological Park,zoo animals park place pune good visit kids time white gandhi maintained visited lot nice variety walk area birds entry inside family like children parking big quite car available rs attraction elephant clean fee large located walking enjoy small lake huge went best kept need day city ticket long spend main greenery number king worth really different spread vehicle collection elephants experience boating open space people great picnic way visiting lots facility especially monkeys hours food natural cars seen pm adults types far green better road garden love bus easily watch various nature got near crowded weekends close enjoyed amazing
Pune,Sarasbaug Ganpati Temple,temple pune ganpati place garden visit ganesh ganesha lake good beautiful nice idol lord park surrounded city located time siddhivinayak small family peaceful people lotus built maintained big famous old crowded water evening visited situated area near devotees mandir middle clean darshan spend known children lot heart great calm outside feel temples food museum god oldest like enjoy kids times relax inside stalls center gardens island green worship blessings holy huge peace morning bus divine serene really sit called visiting best historical friends surrounding day flowers hill experience century lawns play main right lush fountains visitors weekends premises quite nearby
